País de residencia;Tipo de dato;Periodo;Total
Reino Unido;Tasa de variación anual;2017M10;0,22
Reino Unido;Tasa de variación anual;2017M09;8,95
Reino Unido;Tasa de variación anual;2017M08;3,33
Reino Unido;Tasa de variación anual;2017M07;7,43
Reino Unido;Tasa de variación anual;2017M06;4,63
Reino Unido;Tasa de variación anual;2017M05;15,16
Reino Unido;Tasa de variación anual;2017M04;5,96
Reino Unido;Tasa de variación anual;2017M03;6,12
Reino Unido;Tasa de variación anual;2017M02;14,11
Reino Unido;Tasa de variación anual;2017M01;15,26
Reino Unido;Tasa de variación anual;2016M12;16,15
Reino Unido;Tasa de variación anual;2016M11;12,46
Reino Unido;Tasa de variación anual;2016M10;5,85
Reino Unido;Tasa de variación anual;2016M09;10,87
Reino Unido;Tasa de variación anual;2016M08;3,00
Reino Unido;Tasa de variación anual;2016M07;10,83
Reino Unido;Tasa de variación anual;2016M06;16,81
Reino Unido;Tasa de variación anual;2016M05;10,91
Reino Unido;Tasa de variación anual;2016M04;21,39
Reino Unido;Tasa de variación anual;2016M03;22,36
Reino Unido;Tasa de variación anual;2016M02;18,44
Reino Unido;Tasa de variación anual;2016M01;16,88
Reino Unido;Tasa de variación anual;2015M12;20,15
Reino Unido;Tasa de variación anual;2015M11;13,72
Reino Unido;Tasa de variación anual;2015M10;8,30
Reino Unido;Acumulado en lo que va de año;2023M05;5.773.139
Reino Unido;Acumulado en lo que va de año;2023M04;3.949.353
Reino Unido;Acumulado en lo que va de año;2023M03;2.596.030
Reino Unido;Acumulado en lo que va de año;2023M02;1.526.708
Reino Unido;Acumulado en lo que va de año;2023M01;742.212
Reino Unido;Acumulado en lo que va de año;2022M12;15.121.910
Reino Unido;Acumulado en lo que va de año;2022M11;14.357.144
Reino Unido;Acumulado en lo que va de año;2022M10;13.530.270
Reino Unido;Acumulado en lo que va de año;2022M09;12.004.811
Reino Unido;Acumulado en lo que va de año;2022M08;10.210.057
Reino Unido;Acumulado en lo que va de año;2022M07;8.369.392
Reino Unido;Acumulado en lo que va de año;2022M06;6.475.943
Reino Unido;Acumulado en lo que va de año;2022M05;4.666.701
Reino Unido;Acumulado en lo que va de año;2022M04;3.014.815
Reino Unido;Acumulado en lo que va de año;2022M03;1.769.698
Reino Unido;Acumulado en lo que va de año;2022M02;943.126
Reino Unido;Acumulado en lo que va de año;2022M01;364.528
Reino Unido;Acumulado en lo que va de año;2021M12;4.302.634
Reino Unido;Acumulado en lo que va de año;2021M11;3.886.978
Reino Unido;Acumulado en lo que va de año;2021M10;3.288.354
Reino Unido;Acumulado en lo que va de año;2021M09;2.331.329
Reino Unido;Acumulado en lo que va de año;2021M08;1.543.135
Reino Unido;Acumulado en lo que va de año;2021M07;829.122
Reino Unido;Acumulado en lo que va de año;2021M06;274.846
Reino Unido;Acumulado en lo que va de año;2021M05;132.364
Reino Unido;Acumulado en lo que va de año;2021M04;81.235
Reino Unido;Acumulado en lo que va de año;2021M03;57.376
Reino Unido;Acumulado en lo que va de año;2021M02;37.628
Reino Unido;Acumulado en lo que va de año;2021M01;23.260
Reino Unido;Acumulado en lo que va de año;2020M12;3.150.204
Reino Unido;Acumulado en lo que va de año;2020M11;3.040.884
Reino Unido;Acumulado en lo que va de año;2020M10;2.955.533
Reino Unido;Acumulado en lo que va de año;2020M09;2.807.524
Reino Unido;Acumulado en lo que va de año;2020M08;2.645.036
Reino Unido;Acumulado en lo que va de año;2020M07;2.390.799
Reino Unido;Acumulado en lo que va de año;2020M06;2.011.761
Reino Unido;Acumulado en lo que va de año;2020M05;2.002.324
Reino Unido;Acumulado en lo que va de año;2020M04;2.002.324
Reino Unido;Acumulado en lo que va de año;2020M03;2.002.324
Reino Unido;Acumulado en lo que va de año;2020M02;1.602.809
Reino Unido;Acumulado en lo que va de año;2020M01;714.288
Reino Unido;Acumulado en lo que va de año;2019M12;18.012.484
Reino Unido;Acumulado en lo que va de año;2019M11;17.226.441
Reino Unido;Acumulado en lo que va de año;2019M10;16.354.048
Reino Unido;Acumulado en lo que va de año;2019M09;14.710.412
Reino Unido;Acumulado en lo que va de año;2019M08;12.616.035
Reino Unido;Acumulado en lo que va de año;2019M07;10.443.736
Reino Unido;Acumulado en lo que va de año;2019M06;8.288.928
Reino Unido;Acumulado en lo que va de año;2019M05;6.214.922
Reino Unido;Acumulado en lo que va de año;2019M04;4.264.392
Reino Unido;Acumulado en lo que va de año;2019M03;2.802.721
Reino Unido;Acumulado en lo que va de año;2019M02;1.693.038
Reino Unido;Acumulado en lo que va de año;2019M01;807.362
Reino Unido;Acumulado en lo que va de año;2018M12;18.523.957
Reino Unido;Acumulado en lo que va de año;2018M11;17.667.510
Reino Unido;Acumulado en lo que va de año;2018M10;16.732.938
Reino Unido;Acumulado en lo que va de año;2018M09;15.000.796
Reino Unido;Acumulado en lo que va de año;2018M08;12.890.219
Reino Unido;Acumulado en lo que va de año;2018M07;10.641.615
Reino Unido;Acumulado en lo que va de año;2018M06;8.426.953
Reino Unido;Acumulado en lo que va de año;2018M05;6.253.128
Reino Unido;Acumulado en lo que va de año;2018M04;4.269.675
Reino Unido;Acumulado en lo que va de año;2018M03;2.847.239
Reino Unido;Acumulado en lo que va de año;2018M02;1.662.989
Reino Unido;Acumulado en lo que va de año;2018M01;799.284
Reino Unido;Acumulado en lo que va de año;2017M12;18.806.776
Reino Unido;Acumulado en lo que va de año;2017M11;17.994.622
Reino Unido;Acumulado en lo que va de año;2017M10;17.083.435
Reino Unido;Acumulado en lo que va de año;2017M09;15.425.167
Reino Unido;Acumulado en lo que va de año;2017M08;13.251.394
Reino Unido;Acumulado en lo que va de año;2017M07;10.927.611
Reino Unido;Acumulado en lo que va de año;2017M06;8.600.180
Reino Unido;Acumulado en lo que va de año;2017M05;6.414.755
Reino Unido;Acumulado en lo que va de año;2017M04;4.348.530
Reino Unido;Acumulado en lo que va de año;2017M03;2.840.595
Reino Unido;Acumulado en lo que va de año;2017M02;1.717.508
Reino Unido;Acumulado en lo que va de año;2017M01;797.942
Reino Unido;Acumulado en lo que va de año;2016M12;17.675.367
Reino Unido;Acumulado en lo que va de año;2016M11;16.794.697
Reino Unido;Acumulado en lo que va de año;2016M10;15.927.741
Reino Unido;Acumulado en lo que va de año;2016M09;14.273.044
Reino Unido;Acumulado en lo que va de año;2016M08;12.277.861
Reino Unido;Acumulado en lo que va de año;2016M07;10.029.042
Reino Unido;Acumulado en lo que va de año;2016M06;7.862.490
Reino Unido;Acumulado en lo que va de año;2016M05;5.773.743
Reino Unido;Acumulado en lo que va de año;2016M04;3.979.512
Reino Unido;Acumulado en lo que va de año;2016M03;2.556.447
Reino Unido;Acumulado en lo que va de año;2016M02;1.498.134
Reino Unido;Acumulado en lo que va de año;2016M01;692.291
Reino Unido;Acumulado en lo que va de año;2015M12;""
Reino Unido;Acumulado en lo que va de año;2015M11;""
Reino Unido;Acumulado en lo que va de año;2015M10;""
Reino Unido;Tasa de variación acumulada;2023M05;23,71
Reino Unido;Tasa de variación acumulada;2023M04;31,00
Reino Unido;Tasa de variación acumulada;2023M03;46,69
Reino Unido;Tasa de variación acumulada;2023M02;61,88
Reino Unido;Tasa de variación acumulada;2023M01;103,61
Reino Unido;Tasa de variación acumulada;2022M12;251,46
Reino Unido;Tasa de variación acumulada;2022M11;269,37
Reino Unido;Tasa de variación acumulada;2022M10;311,46
Reino Unido;Tasa de variación acumulada;2022M09;414,93
Reino Unido;Tasa de variación acumulada;2022M08;561,64
Reino Unido;Tasa de variación acumulada;2022M07;909,43
Reino Unido;Tasa de variación acumulada;2022M06;2.256,21
Reino Unido;Tasa de variación acumulada;2022M05;3.425,67
Reino Unido;Tasa de variación acumulada;2022M04;3.611,22
Reino Unido;Tasa de variación acumulada;2022M03;2.984,41
Reino Unido;Tasa de variación acumulada;2022M02;2.406,48
Reino Unido;Tasa de variación acumulada;2022M01;1.467,17
Reino Unido;Tasa de variación acumulada;2021M12;36,58
Reino Unido;Tasa de variación acumulada;2021M11;27,82
Reino Unido;Tasa de variación acumulada;2021M10;11,26
Reino Unido;Tasa de variación acumulada;2021M09;-16,96
Reino Unido;Tasa de variación acumulada;2021M08;-41,66
Reino Unido;Tasa de variación acumulada;2021M07;-65,32
Reino Unido;Tasa de variación acumulada;2021M06;-86,34
Reino Unido;Tasa de variación acumulada;2021M05;-93,39
Reino Unido;Tasa de variación acumulada;2021M04;-95,94
Reino Unido;Tasa de variación acumulada;2021M03;-97,13
Reino Unido;Tasa de variación acumulada;2021M02;-97,65
Reino Unido;Tasa de variación acumulada;2021M01;-96,74
Reino Unido;Tasa de variación acumulada;2020M12;-82,51
Reino Unido;Tasa de variación acumulada;2020M11;-82,35
Reino Unido;Tasa de variación acumulada;2020M10;-81,93
Reino Unido;Tasa de variación acumulada;2020M09;-80,91
Reino Unido;Tasa de variación acumulada;2020M08;-79,03
Reino Unido;Tasa de variación acumulada;2020M07;-77,11
Reino Unido;Tasa de variación acumulada;2020M06;-75,73
Reino Unido;Tasa de variación acumulada;2020M05;-67,78
Reino Unido;Tasa de variación acumulada;2020M04;-53,05
Reino Unido;Tasa de variación acumulada;2020M03;-28,56
Reino Unido;Tasa de variación acumulada;2020M02;-5,33
Reino Unido;Tasa de variación acumulada;2020M01;-11,53
Reino Unido;Tasa de variación acumulada;2019M12;-2,76
Reino Unido;Tasa de variación acumulada;2019M11;-2,50
Reino Unido;Tasa de variación acumulada;2019M10;-2,26
Reino Unido;Tasa de variación acumulada;2019M09;-1,94
Reino Unido;Tasa de variación acumulada;2019M08;-2,13
Reino Unido;Tasa de variación acumulada;2019M07;-1,86
Reino Unido;Tasa de variación acumulada;2019M06;-1,64
Reino Unido;Tasa de variación acumulada;2019M05;-0,61
Reino Unido;Tasa de variación acumulada;2019M04;-0,12
Reino Unido;Tasa de variación acumulada;2019M03;-1,56
Reino Unido;Tasa de variación acumulada;2019M02;1,81
Reino Unido;Tasa de variación acumulada;2019M01;1,01
Reino Unido;Tasa de variación acumulada;2018M12;-1,50
Reino Unido;Tasa de variación acumulada;2018M11;-1,82
Reino Unido;Tasa de variación acumulada;2018M10;-2,05
Reino Unido;Tasa de variación acumulada;2018M09;-2,75
Reino Unido;Tasa de variación acumulada;2018M08;-2,73
Reino Unido;Tasa de variación acumulada;2018M07;-2,62
Reino Unido;Tasa de variación acumulada;2018M06;-2,01
Reino Unido;Tasa de variación acumulada;2018M05;-2,52
Reino Unido;Tasa de variación acumulada;2018M04;-1,81
Reino Unido;Tasa de variación acumulada;2018M03;0,23
Reino Unido;Tasa de variación acumulada;2018M02;-3,17
Reino Unido;Tasa de variación acumulada;2018M01;0,17
Reino Unido;Tasa de variación acumulada;2017M12;6,40
Reino Unido;Tasa de variación acumulada;2017M11;7,14
Reino Unido;Tasa de variación acumulada;2017M10;7,26
Reino Unido;Tasa de variación acumulada;2017M09;8,07
Reino Unido;Tasa de variación acumulada;2017M08;7,93
Reino Unido;Tasa de variación acumulada;2017M07;8,96
Reino Unido;Tasa de variación acumulada;2017M06;9,38
Reino Unido;Tasa de variación acumulada;2017M05;11,10
Reino Unido;Tasa de variación acumulada;2017M04;9,27
Reino Unido;Tasa de variación acumulada;2017M03;11,11
Reino Unido;Tasa de variación acumulada;2017M02;14,64
Reino Unido;Tasa de variación acumulada;2017M01;15,26
Reino Unido;Tasa de variación acumulada;2016M12;12,25
Reino Unido;Tasa de variación acumulada;2016M11;12,06
Reino Unido;Tasa de variación acumulada;2016M10;12,03
Reino Unido;Tasa de variación acumulada;2016M09;12,80
Reino Unido;Tasa de variación acumulada;2016M08;13,12
Reino Unido;Tasa de variación acumulada;2016M07;15,67
Reino Unido;Tasa de variación acumulada;2016M06;17,07
Reino Unido;Tasa de variación acumulada;2016M05;17,17
Reino Unido;Tasa de variación acumulada;2016M04;20,23
Reino Unido;Tasa de variación acumulada;2016M03;19,59
Reino Unido;Tasa de variación acumulada;2016M02;17,71
Reino Unido;Tasa de variación acumulada;2016M01;16,88
Reino Unido;Tasa de variación acumulada;2015M12;""
Reino Unido;Tasa de variación acumulada;2015M11;""
Reino Unido;Tasa de variación acumulada;2015M10;""
Rusia;Dato base;2023M05;""
Rusia;Dato base;2023M04;""
Rusia;Dato base;2023M03;""
Rusia;Dato base;2023M02;""
Rusia;Dato base;2023M01;""
Rusia;Dato base;2022M12;""
Rusia;Dato base;2022M11;""
Rusia;Dato base;2022M10;""
Rusia;Dato base;2022M09;""
Rusia;Dato base;2022M08;""
Rusia;Dato base;2022M07;""
Rusia;Dato base;2022M06;""
Rusia;Dato base;2022M05;""
Rusia;Dato base;2022M04;""
Rusia;Dato base;2022M03;.
Rusia;Dato base;2022M02;12.965
Rusia;Dato base;2022M01;18.563
Rusia;Dato base;2021M12;15.886
Rusia;Dato base;2021M11;13.739
Rusia;Dato base;2021M10;20.385
Rusia;Dato base;2021M09;21.095
Rusia;Dato base;2021M08;14.802
Rusia;Dato base;2021M07;19.276
Rusia;Dato base;2021M06;11.480
Rusia;Dato base;2021M05;4.374
Rusia;Dato base;2021M04;.
Rusia;Dato base;2021M03;4.260
Rusia;Dato base;2021M02;2.532
Rusia;Dato base;2021M01;3.353
Rusia;Dato base;2020M12;3.882
Rusia;Dato base;2020M11;2.426
Rusia;Dato base;2020M10;4.563
Rusia;Dato base;2020M09;4.000
Rusia;Dato base;2020M08;.
Rusia;Dato base;2020M07;.
Rusia;Dato base;2020M06;.
Rusia;Dato base;2020M05;0
Rusia;Dato base;2020M04;0
Rusia;Dato base;2020M03;21.724
Rusia;Dato base;2020M02;46.340
Rusia;Dato base;2020M01;63.712
Rusia;Dato base;2019M12;52.703
Rusia;Dato base;2019M11;53.368
Rusia;Dato base;2019M10;104.958
Rusia;Dato base;2019M09;165.380
Rusia;Dato base;2019M08;177.019
Rusia;Dato base;2019M07;183.441
Rusia;Dato base;2019M06;182.043
Rusia;Dato base;2019M05;123.984
Rusia;Dato base;2019M04;83.726
Rusia;Dato base;2019M03;70.851
Rusia;Dato base;2019M02;49.956
Rusia;Dato base;2019M01;66.650
Rusia;Dato base;2018M12;60.591
Rusia;Dato base;2018M11;53.863
Rusia;Dato base;2018M10;90.668
Rusia;Dato base;2018M09;164.321
Rusia;Dato base;2018M08;176.076
Rusia;Dato base;2018M07;174.914
Rusia;Dato base;2018M06;170.552
Rusia;Dato base;2018M05;91.104
Rusia;Dato base;2018M04;73.575
Rusia;Dato base;2018M03;55.937
Rusia;Dato base;2018M02;47.935
Rusia;Dato base;2018M01;67.994
Rusia;Dato base;2017M12;51.567
Rusia;Dato base;2017M11;51.893
Rusia;Dato base;2017M10;80.793
Rusia;Dato base;2017M09;151.099
Rusia;Dato base;2017M08;171.799
Rusia;Dato base;2017M07;185.668
Rusia;Dato base;2017M06;150.092
Rusia;Dato base;2017M05;82.499
Rusia;Dato base;2017M04;67.226
Rusia;Dato base;2017M03;49.303
Rusia;Dato base;2017M02;44.640
Rusia;Dato base;2017M01;63.477
Rusia;Dato base;2016M12;45.102
Rusia;Dato base;2016M11;41.379
Rusia;Dato base;2016M10;78.009
Rusia;Dato base;2016M09;129.200
Rusia;Dato base;2016M08;160.554
Rusia;Dato base;2016M07;150.320
Rusia;Dato base;2016M06;131.166
Rusia;Dato base;2016M05;78.032
Rusia;Dato base;2016M04;54.845
Rusia;Dato base;2016M03;42.001
Rusia;Dato base;2016M02;34.455
Rusia;Dato base;2016M01;59.514
Rusia;Dato base;2015M12;40.739
Rusia;Dato base;2015M11;50.384
Rusia;Dato base;2015M10;62.414
Rusia;Tasa de variación anual;2023M05;""
Rusia;Tasa de variación anual;2023M04;""
Rusia;Tasa de variación anual;2023M03;""
Rusia;Tasa de variación anual;2023M02;""
Rusia;Tasa de variación anual;2023M01;""
Rusia;Tasa de variación anual;2022M12;""
Rusia;Tasa de variación anual;2022M11;""
Rusia;Tasa de variación anual;2022M10;""
Rusia;Tasa de variación anual;2022M09;""
Rusia;Tasa de variación anual;2022M08;""
Rusia;Tasa de variación anual;2022M07;""
Rusia;Tasa de variación anual;2022M06;""
Rusia;Tasa de variación anual;2022M05;""
Rusia;Tasa de variación anual;2022M04;""
Rusia;Tasa de variación anual;2022M03;.
Rusia;Tasa de variación anual;2022M02;412,00
Rusia;Tasa de variación anual;2022M01;453,65
Rusia;Tasa de variación anual;2021M12;309,21
Rusia;Tasa de variación anual;2021M11;466,24
Rusia;Tasa de variación anual;2021M10;346,72
Rusia;Tasa de variación anual;2021M09;427,43
Rusia;Tasa de variación anual;2021M08;372,99
Rusia;Tasa de variación anual;2021M07;368,03
Rusia;Tasa de variación anual;2021M06;455,56
Rusia;Tasa de variación anual;2021M05;..
Rusia;Tasa de variación anual;2021M04;.
Rusia;Tasa de variación anual;2021M03;-80,39
Rusia;Tasa de variación anual;2021M02;-94,54
Rusia;Tasa de variación anual;2021M01;-94,74
Rusia;Tasa de variación anual;2020M12;-92,63
Rusia;Tasa de variación anual;2020M11;-95,45
Rusia;Tasa de variación anual;2020M10;-95,65
Rusia;Tasa de variación anual;2020M09;-97,58
Rusia;Tasa de variación anual;2020M08;.
Rusia;Tasa de variación anual;2020M07;.
Rusia;Tasa de variación anual;2020M06;.
Rusia;Tasa de variación anual;2020M05;-100,00
Rusia;Tasa de variación anual;2020M04;-100,00
Rusia;Tasa de variación anual;2020M03;-69,34
Rusia;Tasa de variación anual;2020M02;-7,24
Rusia;Tasa de variación anual;2020M01;-4,41
Rusia;Tasa de variación anual;2019M12;-13,02
Rusia;Tasa de variación anual;2019M11;-0,92
Rusia;Tasa de variación anual;2019M10;15,76
Rusia;Tasa de variación anual;2019M09;0,64
Rusia;Tasa de variación anual;2019M08;0,54
Rusia;Tasa de variación anual;2019M07;4,88
Rusia;Tasa de variación anual;2019M06;6,74
Rusia;Tasa de variación anual;2019M05;36,09
Rusia;Tasa de variación anual;2019M04;13,80
Rusia;Tasa de variación anual;2019M03;26,66
